"Experiment page name",Study,"Location of subjects","Host species","Body site","UBERON ID",Condition,"EFO ID","Group 0 name","Group 1 name","Group 1 definition","Group 0 sample size","Group 1 sample size","Antibiotics exclusion","Sequencing type","16S variable region","Sequencing platform","Statistical test","Significance threshold","MHT correction","LDA Score above","Matched on","Confounders controlled for",Pielou,Shannon,Chao1,Simpson,"Inverse Simpson",Richness,State,Reviewer
"Experiment 2","Study 440","United States of America","Homo sapiens","Nose,Skin of cheek","UBERON:0000004,UBERON:0008803",rosacea,EFO:1000760,"Healthy controls","Participants with erythematotelangiectatic rosacea","Participants with rosacea included individuals with diagnosed erythematotelangiectatic rosacea (ETR): severity of rosacea assessed using the National Rosacea Society clinical grading system ranged from mild to moderate",19,19,"4 weeks for topical antibiotics, corticosteroids, and other anti-inflammatory medications, within 8 weeks for systemic antibiotics, corticosteroids, and other immunosuppressive agents",16S,"3,4",Illumina,Metastats,0.05,true,,"age,race,sex",,,,,,,unchanged,Complete,Claregrieve1
"Experiment 2","Study 441",China,"Homo sapiens",Feces,UBERON:0001988,"influenza A (H1N1)",EFO:1001488,"Healthy controls","H1N1 cases","H1N1 patients with viral infection confirmed by real-time reverse-transcription polymerase chain reaction hospitalized between January 2018 and March 2019 with severe disease at time of admission",30,24,"4 weeks",16S,"3,4",Illumina,LEfSe,0.05,true,3.5,"age,body mass index,sex",,,decreased,decreased,,,,Complete,Fatima
"Experiment 2","Study 447",China,"Homo sapiens",Saliva,UBERON:0001836,"gestational diabetes",EFO:0004593,"Healthy controls","Individuals with gestational diabetes","Individuals with gestational diabetes at third trimester during pregnancy",31,30,"2 weeks",16S,"3,4",Illumina,"LEfSe,Mann-Whitney (Wilcoxon)",0.05,false,2,,,,unchanged,decreased,unchanged,,,Complete,
"Experiment 2","Study 442","South Korea","Homo sapiens","Skin of sole of pes,Interdigital space","UBERON:0013778,UBERON:0036252","type II diabetes mellitus",MONDO:0005148,"Healthy controls","Individuals diagnosed with Type 2 Diabetes Mellitus","Type 2 Diabetes Mellitus patients diagnosed by an endocrinologist at Konkuk University Medical Center, Seoul, Korea",18,17,"concomitant systemic (within four weeks of enrolment) or topical (within two weeks of enrolment) treatments",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,unchanged,,unchanged,,decreased,Complete,
"Experiment 2","Study 450","United Kingdom","Mus musculus",Feces,UBERON:0001988,"viral pneumonia",EFO:0007541,"Day 0","Day 7","Day 7 of infection for mice infected with influenza virus (H1N1)",,,,16S,4,Illumina,"ANOVA,DESeq2",0.05,true,,,,,unchanged,,,unchanged,,Complete,
"Experiment 2","Study 453","United States of America","Homo sapiens",Feces,UBERON:0001988,COVID-19,MONDO:0100096,"SARS-CoV-2 infected patients","SARS-CoV-2 recovered individuals",">age 18, more than 2 weeks post-COVID-19 infection that was confirmed by positive PCR for SARS-CoV-2",50,9,,16S,"1,2,3",Illumina,edgeR,0.05,true,,,,,unchanged,,,,unchanged,Complete,Lwaldron
"Experiment 2","Study 455",Singapore,"Homo sapiens","Subgingival dental plaque",UBERON:0016484,gingivitis,MONDO:0002508,"pregnant women without gingivitis","pregnant women with gingivitis",,10,10,"6 months",16S,4,Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,,,,,unchanged,unchanged,,unchanged,unchanged,Complete,Fatima
"Experiment 2","Study 457",China,"Homo sapiens",Saliva,UBERON:0001836,periodontitis,EFO:0000649,"Healthy controls","Individuals diagnosed with Periodontitis and Type 2 Diabetes Mellitus (DAP)","Individuals diagnosed with Periodontitis and Type 2 Diabetes Mellitus (DAP); Patients were classified into the DAP group when both periodontitis and T2DM were present.",27,46,"patients treated with antibiotics within 3 months or those that received periodontal treatment within 6 months",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,increased,,increased,,,Complete,Claregrieve1
"Experiment 2","Study 458",China,"Homo sapiens",Oropharynx,UBERON:0001729,COVID-19,MONDO:0100096,"Inbutation non-covid","critically severe covid","Intubated patients with critically severe COVID-19 infection",20,50,,WMS,,"BGISEQ-500 Sequencing",PERMANOVA,0.05,false,,,,,unchanged,,,,,Complete,Fatima
"Experiment 2","Study 462",Poland,"Homo sapiens",Feces,UBERON:0001988,"type II diabetes mellitus",MONDO:0005148,"Healthy controls","Individuals diagnosed with Type 2 Diabetes Mellitus","Individuals diagnosed with Type 1 Diabetes Mellitus in 2012–2015 at the Department of Metabolic Diseases, University Hospital, Krakow, Poland",26,26,"30 days",16S,,Illumina,ANOVA,0.05,true,,,,,unchanged,unchanged,,,,Complete,
"Experiment 2","Study 463",China,"Homo sapiens",Feces,UBERON:0001988,COVID-19,MONDO:0100096,"Healthy controls","COVID-19 patients in convalescence","Sample from COVID-19 convalescence period (from viral clearance to 2 weeks after hospital discharge)",30,30,"Any antibiotic or prebiotic use in previous months",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,"age,body mass index,sex",,,,decreased,,,,Complete,
"Experiment 2","Study 464",China,"Homo sapiens",Tongue,UBERON:0001723,COVID-19,MONDO:0100096,"Healthy controls","Recovered COVID-19 patients","Confirmed COVID-19 patients who recovered",150,22,"Receipt of antibiotics and/or probiotics within 8 weeks prior to enrollment",16S,"3,4,5",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,2,,,,decreased,,,,,Complete,
"Experiment 2","Study 465",China,"Homo sapiens",Feces,UBERON:0001988,"diabetic neuropathy",EFO:1000783,"Individuals diagnosed with type 2 diabetes Mellitus","Individuals diagnosed with peripheral neuropathy associated with type 2 diabetes","Patients with peripheral neuropathy associated with type 2 diabetes; the criteria for DPN were as follows: spontaneous limb pain, symmetrical or unilateral limb numbness, sensation of dullness and body tension, muscle weakness, weakened or absent tendon reflexes, and significant decreases in sensory and motor nerve conduction velocities as revealed via electromyography indicating the positive involvement of two or more nerves and normal arterial pulses in the foot and back.",21,45,"3 months",16S,"3,4",,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,increased,increased,unchanged,,,Complete,Claregrieve1
"Experiment 2","Study 468",Turkey,"Homo sapiens","Uterine cervix",UBERON:0000002,endometriosis,EFO:0001065,"Healthy controls","Stage 3/4 endometriosis patients","All women in the endometriosis group had moderate to severe (stage 3–4) endometriosis according to American Fertility Society Revised Classification. Diagnosis of endometriosis was verified through histology.",14,14,"Participants were excluded if they had taken antibiotics within the past 8 weeks",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,unchanged,,,,unchanged,Complete,
"Experiment 2","Study 475",China,"Homo sapiens",Oropharynx,UBERON:0001729,COVID-19,MONDO:0100096,"Healthy controls (Group H)","Community Type I Patients","16 COVID-19 patients, 2 healthy controls",13,18,,16S,4,Illumina,ANOSIM,0.05,true,,,,increased,,,,,unchanged,Complete,
"Experiment 2","Study 477",Spain,"Homo sapiens",Nasopharynx,UBERON:0001728,COVID-19,MONDO:0100096,"COVID-19 negative controls","Severe COVID-19 patients requiring ICU","Patients with confirmed COVID-19 infection and severe symptoms who were admitted into the intensive care unit",18,19,,16S,"3,4",Illumina,"Linear Regression",0.25,true,,,"age,sex",,,,,,,Complete,Fatima
"Experiment 2","Study 479",Italy,"Homo sapiens","Nasopharynx,Oropharynx","UBERON:0001729,UBERON:0001728",COVID-19,MONDO:0100096,"Healthy controls","Mild-moderate COVID-19 patients","COVID-19 patients with mild to moderate symptoms that were not admitted to an intensive care unit",10,11,,16S,"2,3,4,5,6,7,8,9","Ion Torrent",Kruskall-Wallis,0.05,true,,,,,unchanged,decreased,,,,Complete,
"Experiment 2","Study 480",Brazil,"Homo sapiens",Endometrium,UBERON:0001295,endometriosis,EFO:0001065,"Controls undergoing laparoscopic surgery for benign conditions","Confirmed endometriosis patients","Patients were assigned to the endometriosis group after endometriosis was confirmed via laparoscopic surgery and histology.",11,10,"within 30 days prior to sample collection",16S,"3,4",Illumina,DESeq2,0,false,,,,,unchanged,,unchanged,,unchanged,Complete,
"Experiment 2","Study 481",China,"Homo sapiens",Feces,UBERON:0001988,COVID-19,MONDO:0100096,"Antibiotic-naive COVID-19 patients","Antibiotic-treated COVID-19 patients","Patients with COVID-19 treated with antibiotics",8,5,,WMS,,Illumina,"Linear Regression",0.05,false,,,,,unchanged,,,,,Complete,
"Experiment 2","Study 482",China,"Homo sapiens",Rectum,UBERON:0001052,COVID-19,MONDO:0100096,"Mild COVID-19 patients","Severe COVID-19 patients","COVID-19 infected patients admitted to the ICU and requiring mechanical ventilation",7,15,,WMS,,DNBSEQ-T7,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,,,,,,Complete,Fatima
"Experiment 2","Study 483",China,"Homo sapiens",Feces,UBERON:0001988,COVID-19,MONDO:0100096,"Antibiotic-naive COVID-19 patients, pneumonia patients, uninfected controls","Antibiotic-treated COVID-19 patients","COVID-19 patients hospitalized with SARS-CoV-2 infection confirmed by 2 consecutive RT-PCR tests, treated with antibiotics",28,8,,WMS,,Illumina,"Linear Regression",0.05,true,,,"age,antibiotic exposure,comorbidity,sex",,,,,,,Complete,Chloe
"Experiment 2","Study 484",China,"Homo sapiens",Nasopharynx,UBERON:0001728,COVID-19,MONDO:0100096,"Healthy controls","COVID-19 positive patients","COVID-19 positive patients with fever and cough symptoms",7,11,,WMS,,MGISEQ-2000,ANOVA,0.05,false,,,,decreased,decreased,,,,decreased,Complete,Fatima
"Experiment 2","Study 485",China,"Homo sapiens",Feces,UBERON:0001988,COVID-19,MONDO:0100096,"COVID-19 patients without fever","COVID-19 patients with fever","Symptomatic patients with confirmed COVID-19 (positive for COVID-19 nucleic acid by real-time RT-PCR from throat swab specimens) and fever (axillary temperature > 37.3 degrees Celsius)",11,20,,WMS,,MGISEQ-2000,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,unchanged,unchanged,,,,Complete,Fatima
"Experiment 2","Study 486",India,"Homo sapiens",Feces,UBERON:0001988,COVID-19,MONDO:0100096,"Healthy controls","Asymptomatic COVID-19 patients","COVID-19 patients (positive for SARS-CoV-2 in an RT-PCR diagnostic assay) with mild symptoms and no requirement of oxygen support/ventilator",10,10,,16S,"3,4",,LEfSe,0.05,false,2,,,,,,,,,Complete,Fatima
"Experiment 2","Study 487","South Korea","Homo sapiens",Feces,UBERON:0001988,COVID-19,MONDO:0100096,"Healthy controls","Recovered COVID-19 samples (respiratory negative)","Samples from symptomatic/mild COVID-19 patients collected on or after negative conversion for SARS-CoV-2 RNA from the respiratory tract",36,12,"No history of antibiotics or probiotics",16S,"3,4",Illumina,"Linear Regression",0.05,true,,,,decreased,unchanged,,,,increased,Complete,
"Experiment 2","Study 489",Italy,"Homo sapiens",Rectum,UBERON:0001052,COVID-19,MONDO:0100096,"COVID-positive patients admitted to infectious disease ward (w-COVID-19)","COVID-positive patients admitted to ICU (i-COVID-19)","COVID-19 patients with nasopharyngeal swab positive for SARS-CoV-2, > 18 years of age admitted in ICU",9,6,,16S,"2,3,4,5,6,7,8,9","Ion Torrent",DESeq2,0.05,true,,,,,unchanged,decreased,,,,Complete,Fatima
"Experiment 2","Study 467","United States of America","Homo sapiens","Digestive system,Digestive tract,Lower digestive tract","UBERON:0001007,UBERON:0001555,UBERON:0004907","age at menarche",EFO:0004703,"early age at menarche (≤11)","later age at menarche (≥12)","breast cancer patients with age at menarche being over 12 years old",11,26,"Antibiotic use one week or more during the month prior to fecal sample collection.",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.001,false,,,"age,ethnic group,race",,unchanged,increased,,,,Complete,
"Experiment 2","Study 492",India,"Homo sapiens",Feces,UBERON:0001988,"diabetic retinopathy",EFO:0003770,"Healthy controls","Individuals diagnosed with Type 2 Diabetes and clinically manifest Diabetic Retinopathy (DR)","Individuals diagnosed with Type 2 Diabetes and clinically manifest Diabetic Retinopathy (DR); Subjects confirmed to having DR based on the fundus examination/photograph followed by fundus fluorescein angiography (FFA) and optical coherence tomography (OCT).",30,28,"3 months",16S,"3,4",Illumina,Kruskall-Wallis,0.05,true,,"age,diet,region,sex",,,increased,unchanged,unchanged,,unchanged,Complete,Claregrieve1
"Experiment 2","Study 495",China,"Homo sapiens",Feces,UBERON:0001988,"prediabetes syndrome",EFO:1001121,"Healthy controls","Individuals with Prediabetes (PreDM)","Individuals with Prediabetes (PreDM); PreDM was defined as FBG of 6.1–7.0 mmol/L or HbA1c levels of 6.0%–6.5%.",60,60,"2 months",16S,"4,5",Illumina,Kruskall-Wallis,0.05,true,,,,,unchanged,unchanged,unchanged,,,Complete,Claregrieve1
"Experiment 2","Study 496",China,"Homo sapiens",Feces,UBERON:0001988,COVID-19,MONDO:0100096,"Seasonal flu patients","COVID-19 patients","Patients with COVID-19",33,62,,16S,4,Illumina,LEfSe,0.05,false,2,,,,,decreased,,,,Complete,Fatima
"Experiment 2","Study 498","United States of America","Homo sapiens",Nasopharynx,UBERON:0001728,COVID-19,MONDO:0100096,"COVID-19 patients with low viral load","COVID-19 patients with high viral load","Confirmed symptomatic mild to moderate COVID-19 patients > age 18, nonhospitalized,  with high viral load (quantitative reverse transcription PCR cycle threshold value
below the median for the detection of SARS-CoV-2 nucleocapside gene region 1)",,,"2 weeks",16S,4,Illumina,DESeq2,0.05,true,,,"age,sex",,unchanged,,,unchanged,unchanged,Complete,
"Experiment 2","Study 493",China,"Homo sapiens","Skin of body",UBERON:0002097,Vitiligo,EFO:0004208,"Normal skin of Vitiligo patients before narrowband UV (NBUVB) light irradiation (NF group)","Lesional skin of Vitiligo patients after NBUVB irradiation (DB group)","Lesional skin of Vitiligo patients after NBUVB irradiation (DB group); Vitiligo patients recruited from Weifang Medical University Hospital, Shandong, China, from February 2018 to January 2019.",15,15,"6 months",16S,"3,4",Illumina,T-Test,0.05,true,,,,,unchanged,unchanged,unchanged,,,Complete,
"Experiment 2","Study 478",China,"Homo sapiens",Oropharynx,UBERON:0001729,COVID-19,MONDO:0100096,"Flu patients","COVID-19 patients","Confirmed COVID-19 cases",29,31,,WMS,,MGISEQ-2000,"Mann-Whitney (Wilcoxon)",0.05,true,,,,,,,,,,Complete,
"Experiment 2","Study 499",Finland,"Homo sapiens",Feces,UBERON:0001988,"irritable bowel syndrome",EFO:0000555,"Healthy Control",IBS-C,"IBS patients fulfilled the Rome II criteria. Constipation-predominant IBS (IBS-C)",46,18,,16S,,"Human Intestinal Tract Chip",T-Test,0.05,true,,,,,,,,,,Complete,Lwaldron
"Experiment 2","Study 502",,"Homo sapiens",Feces,UBERON:0001988,"irritable bowel syndrome",EFO:0000555,"Healthy Control",IBS-C,"Fulfilled the Rome III criteria for the diagnosis of IBS. Constipation IBS (IBS-C)",24,4,"Exclusion criteria included pregnancy or lactation, chronic intestinal disease (i.e., inflammatory bowel disease or celiac disease) or severe systemic disorders, lactose intolerance or food allergies. Patients who in the 2 mo prior to study entry had taken medication, such as antibiotics, corticosteroids or functional foods containing pre or probiotics, were also excluded from the study.",16S,,HTF-Microbi.Array,Kruskall-Wallis,0.05,true,,,,,unchanged,,,,unchanged,Complete,
"Experiment 2","Study 443",India,"Homo sapiens",Feces,UBERON:0001988,"irritable bowel syndrome",EFO:0000555,"Health Control",IBS-C,"Patients with IBS diagnosed using Rome III. Patients were classified into three sub-types
using Rome III criteria: constipation predominant IBS (IBS-C).",30,20,"Patients who had prior history of gastrointestinal surgery, inflammatory bowel disease, and celiac disease were excluded. Patients with IBS who used antibiotics, probiotics, or prokinetics within last 4 weeks of inclusion into the study were also excluded.",16S,,RT-qPCR,Kruskall-Wallis,0.05,true,,,,,,,,,,Complete,
"Experiment 2","Study 505",Netherlands,"Homo sapiens","Feces,Mucosa of small intestine","UBERON:0001988,UBERON:0001204","irritable bowel syndrome",EFO:0000555,"Healthy Control",IBS-D,"IBS patients included in this study fulfilled the Rome II criteria for IBS and were categorized as diarrhea predominant (IBS-D)",26,14,"Subjects taking medication known to influence bacterial composition and gastrointestinal motility, especially antimicrobial medications and/or probiotics were excluded from the study.",,,RT-qPCR,T-Test,0.05,true,,,,,,,,,,Complete,Chloe
"Experiment 2","Study 503",,,,,,,"Pre-amoxicillin treatment",End-of-treatment,,,,,,,,,,,,,,,,,,,,Incomplete,
"Experiment 2","Study 507",Italy,"Homo sapiens",Feces,UBERON:0001988,"antimicrobial agent",CHEBI:33281,"Patients before Rifaximin treatment","Patients 1 month after Rifaximin treatment","Patients 1 month after Rifaximin treatment affected by ulcerative colitis, Chron's disease, Irritable Bowel Syndrome, diverticular disease, and liver cirrhosis with hepatic encephalopathy consecutively.",20,20,"1 month prior to Rifaximin treatment.",16S,"1,2,3",Roche454,metagenomeSeq,0.05,true,,,,,,,,,,Complete,Chloe
"Experiment 2","Study 504","United States of America","Homo sapiens",Breast,UBERON:0000310,neoplasm,EFO:0000616,"WNH with TNBC normal tissue","WNH with TNBC normal tissue","Tumor tissue from white non-hispanic patients with triple negative breast cancer",6,6,"Biorepository information revealed that no patients were treated with antibiotics prior to tissue sample collection, however duration window of non-exposure was unidentified.",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",,false,,,,,increased,,,,,Complete,Chloe
"Experiment 2","Study 510",Brazil,"Homo sapiens","Subgingival dental plaque",UBERON:0016484,"rheumatoid arthritis",EFO:0000685,"patients with no rheumatoid arthritis","patients with rheumatoid arthritis","patients with rheumatoid arthritis",27,21,"3 months",16S,4,Illumina,LEfSe,0.05,true,,"age,sex",,,increased,,increased,,increased,Complete,
"Experiment 2","Study 511",China,"Homo sapiens",Oropharynx,UBERON:0001729,COVID-19,MONDO:0100096,"COVID-19 patients (mild/moderate)","COVID-19 patients (severe/critical)","Patients with confirmed COVID-19 infection per 2 sequential positive RT-PCR tests deemed to have severe/critical disease",30,22,"No antibiotics or probiotics within 8 weeks prior to COVID-19 infection (also true for controls)",16S,"3,4",Illumina,"LEfSe,Linear Regression",0.05,true,2,"age,sex",,,,,,,decreased,Complete,Fatima
"Experiment 2","Study 512","United States of America","Homo sapiens",Nasopharynx,UBERON:0001728,COVID-19,MONDO:0100096,"COVID-19 negative controls","COVID-19 positive patients","Patients positive for SARS-CoV-2",21,68,,16S,4,Illumina,Kruskall-Wallis,0.05,true,,,,,unchanged,,,,increased,Complete,
"Experiment 2","Study 513","United States of America","Homo sapiens",Nasopharynx,UBERON:0001728,COVID-19,MONDO:0100096,"COVID-19 positive patients without breathing assistance","COVID-19 positive patients with breathing assistance","Patients who were confirmed PCR positive for SARS-CoV-2 and had treatment with oxygen mask, non-rebreather mask, nasal cannula, BiPAP, CPAP, or ventilator",67,12,,WMS,,Illumina,"Fisher's Exact Test",0.05,false,,,,,unchanged,,,unchanged,unchanged,Complete,
"Experiment 2","Study 517",Japan,"Homo sapiens",Endometrium,UBERON:0001295,endometriosis,EFO:0001065,"Endometriosis patients not treated with GnRHa","Endometriosis patients treated with GnRHa","Patients were diagnosed with endometriosis via laparoscopic surgery and stages were categorized according to the revised American Society for Reproductive Medicine scoring system (r-ASRM). 16 of the 32 endometriosis patients received GnRHa (gonadotropin releasing hormone agonist) treatment for 4-6 months.",16,16,None,16S,,Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,,,,,,Complete,
"Experiment 2","Study 522",China,"Homo sapiens","Posterior fornix of vagina",UBERON:0016486,endometriosis,EFO:0001065,"Controls undergoing laparoscopic surgery for benign tumors","Endometriosis patients","Patients were diagnosed with endometriosis via laparoscopic surgery and stages were categorized according to the revised American Society for Reproductive Medicine scoring system (r-ASRM).",14,36,"Patients were excluded if they had taken antibiotics within 6 months before the study",16S,"4,5","Ion Torrent","Mann-Whitney (Wilcoxon)",0.05,false,,,,,,,,,,Complete,
"Experiment 2","Study 524","United Kingdom","Homo sapiens",Feces,UBERON:0001988,"non-alcoholic steatohepatitis",EFO:1001249,"Healthy controls","Individuals diagnosed with Nonalcoholic steatohepatitis (NASH) with cirrhosis","Individuals diagnosed with Nonalcoholic steatohepatitis (NASH) with cirrhosis; The Fatty Liver Inhibition of Progression (FLIP) Consortium algorithm was used as a diagnostic indicator where the histological diagnosis of NASH requires the presence of steatosis, ballooning, and lobular inflammation; Fibrosis was scored following the CRN grading system54 by a single pathologist.",76,25,,16S,4,Illumina,Kruskall-Wallis,0.05,true,,"age,body mass index,sex",,,decreased,,,,,Complete,
"Experiment 2","Study 525",China,"Homo sapiens","Posterior fornix of vagina",UBERON:0016486,endometriosis,EFO:0001065,"Women without CPPS presenting for routine examinations","Women with EM-associated CPPS","Thirty-seven women with endometriosis-associated chronic pelvic pain syndrome (CPPS) confirmed  by exploratory laparoscopy or surgical pathology",66,37,"Patients were excluded if they had taken antibiotics within 14 days prior to sampling",16S,4,Illumina,LEfSe,0.05,false,4,age,,,,,,,increased,Complete,
"Experiment 2","Study 526",China,"Homo sapiens","Uterine cervix",UBERON:0000002,endometriosis,EFO:0001065,"Patients without endometriosis","Endometriosis/ adenomyosis patients","All participants were diagnosed with endometriosis and/or adenomyosis (a condition where endometrial tissue grows into the uterine wall) through laparoscopic surgery",67,14,"No antibiotic use within 30 days",16S,,Illumina,LEfSe,0.05,false,,,,,unchanged,unchanged,unchanged,,unchanged,Complete,
"Experiment 2","Study 527",Sweden,"Homo sapiens",Feces,UBERON:0001988,endometriosis,EFO:0001065,"Healthy controls taken from a larger cohort study","Endometriosis patients","Patients with a diagnosis of endometriosis, confirmed by laparoscopy or laparotomy.",198,66,"6 months",16S,"1,2,3",Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,,"age,body mass index,sex,smoking status",,,decreased,,,,,Complete,Claregrieve1
"Experiment 2","Study 529",China,"Homo sapiens",Saliva,UBERON:0001836,"rheumatoid arthritis,osteoarthritis","EFO:0000685,MONDO:0005178",Osteoarthritis,"rheumatoid arthritis","patient with rheumatoid arthritis",67,110,,16S,,Illumina,LEfSe,0.05,true,2,,,,unchanged,,,,unchanged,Complete,Chloe
"Experiment 2","Study 535",Ireland,"Homo sapiens",Feces,UBERON:0001988,"antimicrobial agent",CHEBI:33281,"Antibiotic untreated subjects in day hospital","Antibiotic treated subjects in day hospital","subjects who were antibiotic-treated in a day hospital",33,7,,16S,4,Roche454,"Chi-Square,Kruskall-Wallis,Mann-Whitney (Wilcoxon)",0.05,true,,age,,,,,,,,Complete,Claregrieve1
"Experiment 2","Study 537",Italy,"Homo sapiens",Feces,UBERON:0001988,"Parkinson's disease",MONDO:0005180,"healthy controls without any form of Parkinson's Disease","the trend over Parkinson's disease progression","Patients with idiopathic Parkinson's disease with stage diagnosed according to UK Brain Bank Criteria(1996)",113,193,,16S,"3,4",Illumina,"Negative Binomial Regression",0.05,,,"age,geographic area","age,breast feeding,smoking status",,,,,,,Complete,
"Experiment 2","Study 541",China,"Homo sapiens",Feces,UBERON:0001988,schizophrenia,MONDO:0005090,"Healthy controls","Schizophrenic patients (ARSCZ, FESCZ)","Only acutely relapsed schizophrenic (ARSCZ) and first-episode schizophrenic (FESCZ) patients were recruited in this study. The current episode of ARSCZ patients was required to happen in the last three months. ARSCZ patients were free of treatment for at least six months. The current episode of FESCZ patients was required to happen in the last year. FESCZ patients did not take any antipsychotics, or their accumulative dosages of antipsychotics intake were much less than the effective dosage (generally less than 100 mg chlorpromazine equivalents in the last two weeks based on the transformation method).",81,90,,,,,"Mann-Whitney (Wilcoxon)",0.05,,,,,,,,,,,Complete,
"Experiment 2","Study 538",Switzerland,"Homo sapiens",Feces,UBERON:0001988,,,"Baseline of the Nitrofurantoin treated","Nitrofurantoin treated","UTI patients treated with nitrofurantoin macrocrystals 100mg twice daily",10,10,"2 months",16S,"3,4",Roche454,"Mann-Whitney (Wilcoxon)",0.05,,,,,,unchanged,unchanged,unchanged,,,Complete,
"Experiment 2","Study 550",Norway,"Homo sapiens",Saliva,UBERON:0001836,"temporomandibular joint disorder",EFO:0005279,"JIA patients without TMJ","JIA patients with TMJ","children with juvenile idiopathic arthritis",15,44,"Patients on antibiotics on the day of sampling were excluded, but previous antibiotic use were not recorded.",16S,"1,2,3",Illumina,LEfSe,0.1,true,2.5,"age,sex",,,,,,,,Complete,
"Experiment 2","Study 545","United States of America","Mus musculus",Feces,UBERON:0001988,"antimicrobial agent",CHEBI:33281,"7 week old (young) mice before antibiotic treatment","7 week old (young) mice 6 months after antibiotic treatments","7-week old mice (young mice) administered treated with broad-spectrum antibiotics metronidazole (500 mg/L) and ciprofloxacin (200 mg/L) for 10 days.",5,5,"Mice were not previously given antibiotics before the study",16S,,Illumina,DESeq2,0.05,true,,,sex,,decreased,,decreased,,,Complete,
"Experiment 2","Study 438",Ireland,"Homo sapiens",Feces,UBERON:0001988,"antimicrobial agent",CHEBI:33281,"Untreated controls (week 8)","Antibiotic treated (week 8)","Received parenteral antibiotic treatment with a combination of ampicillin and gentamicin within 48 hours of birth",9,9,"excluded if they required oral antibiotics (no time frame given)",16S,4,Roche454,"Mann-Whitney (Wilcoxon)",0.05,,,,,,decreased,decreased,,,,Complete,Chloe
"Experiment 2","Study 553","United Kingdom","Homo sapiens","Posterior fornix of vagina",UBERON:0016486,"spontaneous abortion",EFO:1001255,"Viable control pregnancy","First trimester miscarriage",,81,64,,,,,,,,,,,,,,,,,Complete,Fatima
"Experiment 2","Study 554",China,"Homo sapiens",Feces,UBERON:0001988,"Parkinson's disease",MONDO:0005180,"healthy controls without any form of Parkinson's Disease, with Wexner scores < 3 using Wilcoxon rank sum test.","patients with Parkinson's disease with Wexner scores < 3","Patients with Parkinson's disease with Wexner scores < 3.",25,13,"No antibiotic use for at least 3 months prior to the study. 

Subjects with a history of using medications that have been shown to affect gut microbiota, including COMT inhibitors, anticholinergics, anti-secretory drugs, or cardiological drugs within the 3 months before the start of the study were excluded.",16S,4,Illumina,"Mann-Whitney (Wilcoxon)",0.01,,4,age,,,,decreased,,,,Complete,
"Experiment 2","Study 552","United States of America","Homo sapiens",Vagina,UBERON:0000996,"gestational age",EFO:0005112,36,Birth,"birth timepoint",57,57,,16S,4,Illumina,Kruskall-Wallis,0.05,true,,,,,unchanged,,,,,Complete,Claregrieve1
"Experiment 2","Study 560",Germany,"Homo sapiens",Feces,UBERON:0001988,"Parkinson's disease",MONDO:0005180,"Healthy men without Parkinson's Disease.","Men with Parkinson's Disease.","Only early stage PD men who were naïve to L-DOPA therapy as diagnosed according to the UK Brain Bank criteria.",28,30,"The use of antibiotics in the past three months in principle was an exclusion criterion. However, we included three PD patients and three controls despite the intake of antibiotics for one to three days in a period of 28–34 days prior to feces sampling as the omission of those cases from the analyses did not change any result",16S,,Illumina,Kruskall-Wallis,0.1,true,,"age,sex",,,,,,,,Incomplete,
"Experiment 2","Study 568",China,"Homo sapiens",Feces,UBERON:0001988,"Parkinson's disease",MONDO:0005180,"healthy controls without any form of Parkinson's Disease","NPD group: patients suffering with PD for less than 1 year and 5 days after treatment.","New Parkinson's disease patients: patients suffering with PD for less than 1 year and samples taken 5 days after treatment.",68,13,"The use of any antibiotics or probiotics within 90 days before collection of the samples.",16S,,Illumina,Metastats,0.01,,,age,,,increased,unchanged,increased,,,Complete,Rimsha
"Experiment 2","Study 566",Italy,"Homo sapiens",Feces,UBERON:0001988,"juvenile idiopathic arthritis",EFO:0002609,"JIA patients with active disease","JIA patients in remission","JIA patients with enthesitis-related arthritis who are in remission",8,21,"3 months",16S,"5,6",Roche454,LEfSe,0.05,true,2,,,,,,,,,Complete,Claregrieve1
"Experiment 2","Study 574","Russian Federation","Homo sapiens",Feces,UBERON:0001988,"Antimicrobial agent",CHEBI:33281,"azithromycin treated (day 0)","azithromycin treated (day 18)","administered 10 mg/kg body weight per day of azithromycin, as powder for oral suspension.",42,42,,16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,,,age,,,,,,,,Complete,
