"Signature page name",Experiment,Study,Source,"Curated date",Curator,"Revision editor",Description,"Abundance in Group 1","MetaPhlAn taxon names","NCBI Taxonomy IDs",State,Reviewer
"Signature 1","Experiment 2","Study 234","Figure 1c, Supplemental Figure 3b","19 March 2020","Lucy Mellor",WikiWorks743,"Differentially abundant OTUs among adults with psoriasis (PSO) and healthy controls",increased,"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium simulans,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia|s__Finegoldia sp.,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium kroppenstedtii,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus sp.",2|201174|1760|85007|1653|1716|146827;2|1239|1737404|1737405|1570339|150022|1981334;2|1224|28216|206351|481;2|201174|1760|85007|1653|1716|161879;2|1239|1737404|1737405|1570339|165779|1872515,Complete,
"Signature 2","Experiment 2","Study 234","Figure 1c, Supplemental Figure 3b","19 March 2020","Lucy Mellor",WikiWorks743,"Differentially abundant OTUs among adults with psoriasis (PSO) and healthy controls",decreased,"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia sp.,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus sp.,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Pelomonas|s__Pelomonas sp.",2|1224|28216|80840|119060|32008|36773;2|1239|91061|186826|33958|1578|1591;2|1224|28216|80840|80864|335058|1909303,Complete,
"Signature 1","Experiment 1","Study 169","Table 1,2,4","21 November 2019","Rimsha Azhar",WikiWorks743,"LEfSe analysis of microbial taxa from tongue coating in GC patients",increased,"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga sp.,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera micronuciformis",2|1224|28216|80840|119060|47670;2|976|117743|200644|49546|1016|44737;2|1239|909932|1843489|31977|906|187326,Complete,
"Signature 2","Experiment 1","Study 169","Table 1,2,4","21 November 2019","Rimsha Azhar",WikiWorks743,"LEfSe analysis of microbial taxa from tongue coating in GC patients",decreased,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Stomatobaculum,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium sp.",2|1239|186801|186802|186803|1213720;2|1239|186801|186802|186806|1730|142586,Complete,
"Signature 1","Experiment 2","Study 169","Table 1,2,4","21 November 2019","Rimsha Azhar",WikiWorks743,"LEfSe analysis of microbial taxa from tongue coating in GC patients",increased,"k__Bacteria|p__Candidatus Saccharibacteria,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera micronuciformis,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sputigena,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella maculosa",2|95818;2|1239|186801|186802|541000;2|1239|186801|186802|186806|1730;2|1239|909932|1843489|31977|906|187326;2|1239|909932|909929|1843491|970|69823;2|976|200643|171549|171552|838|439703,Complete,
"Signature 2","Experiment 2","Study 169","Table 1,2,4","21 November 2019","Rimsha Azhar",WikiWorks743,"LEfSe analysis of microbial taxa from tongue coating in GC patients",decreased,"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter ursingii,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus salivarius",2|1224|1236|2887326|468|469|108980;2|1239|91061|186826|33958|2767887|1624,Complete,
"Signature 1","Experiment 3","Study 169","Table 1,2,4","21 November 2019","Rimsha Azhar",WikiWorks743,"LEfSe analysis of microbial taxa from tongue coating in GC patients",decreased,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella|s__Gemella sanguinis,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga sputigena,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus parainfluenzae",2|1239|186801|186802|541000;2|1224|28216|80840|119060|47670;2|1224|28216|206351|481|482;2|1239|186801|186802|186804|1257;2|1239|91061|1385|1378|84135;2|976|117743|200644|49546|1016|1019;2|1224|1236|135625|712|724|729,Complete,
"Signature 1","Experiment 1","Study 290","Figure 3","29 May 2020","William Lam",WikiWorks743,"Minimum entropy decomposition nodes (MEDs) that significantly discriminate multiple myeloma patients that did not develop uclerative oral mucositis and patients that did develop uclerative oral mucositis before auto stem cell transplant identified by LEfSe",increased,"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella",2|1239|909932|1843489|31977|29465;2|1239|91061|186826|81852|1350;2|1239|91061|186826|1300|1301;2|1239|91061|1385|90964|1279;2|32066|203490|203491|203492|848;2|976|200643|171549|171552|838,Complete,
"Signature 2","Experiment 1","Study 290","Figure 3","29 May 2020","William Lam",WikiWorks743,"Minimum entropy decomposition nodes (MEDs) that significantly discriminate multiple myeloma patients that did not develop uclerative oral mucositis and patients that did develop uclerative oral mucositis before auto stem cell transplant identified by LEfSe",decreased,"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces",2|1239|91061|186826|1300|1301;2|201174|1760|2037|2049|1654,Complete,
"Signature 1","Experiment 2","Study 290","Figure 1, Figure 2a and text","29 May 2020","William Lam",WikiWorks743,"Based on principle component analysis asses taxa were responsible for the observed microbial shifts over time in non-uclerative oral mucositis group",increased,"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella atypica,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella dispar,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp.,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces graevenitzii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera micronuciformis,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella sp.",2|1239|909932|1843489|31977|29465|39777;2|1239|909932|1843489|31977|29465|39778;2|201174|1760|2037|2049|1654|29317;2|201174|1760|2037|2049|1654|55565;2|976|200643|171549|171552|838;2|32066|203490|203491|1129771|32067;2|1239|909932|1843489|31977|906|187326;2|1239|909932|1843489|31977|29465|1926307,Complete,
"Signature 2","Experiment 2","Study 290","Figure 1, Figure 2a and text","29 May 2020","William Lam",WikiWorks743,"Based on principle component analysis asses taxa were responsible for the observed microbial shifts over time in non-uclerative oral mucositis group",decreased,"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus fermentum,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia wiggsiae",2|1239|91061|186826|33958|1578;2|1239|91061|186826|33958|2742598|1613;2|201174|1760|85004|31953|196081|230143,Complete,
"Signature 1","Experiment 3","Study 290","Figure 2a and text","29 May 2020","William Lam",WikiWorks743,"Based on principle component analysis asses taxa were responsible for the observed microbial shifts over time in uclerative oral mucositis group",increased,"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus australis,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella atypica,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella dispar,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces graevenitzii,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella|s__Gemella haemolysans,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella|s__Gemella morbillorum,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella|s__Gemella sanguinis",2|1239|91061|186826|1300|1301|113107;2|1239|91061|186826|1300|1301|1318;2|1239|909932|1843489|31977|29465|39777;2|1239|909932|1843489|31977|29465|39778;2|201174|1760|2037|2049|1654;2|201174|1760|2037|2049|1654|55565;2|1239|91061|1385|1378|1379;2|1239|91061|1385|1378|29391;2|1239|91061|1385|1378|84135,Complete,
"Signature 2","Experiment 3","Study 290","Figure 2a and text","29 May 2020","William Lam",WikiWorks743,"Based on principle component analysis asses taxa were responsible for the observed microbial shifts over time in uclerative oral mucositis group",decreased,"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus aureus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus caprae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus epidermidis,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus warneri,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia wiggsiae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus faecalis",2|1239|91061|1385|90964|1279|1280;2|1239|91061|1385|90964|1279|29380;2|1239|91061|1385|90964|1279|1282;2|1239|91061|1385|90964|1279|1292;2|201174|1760|85004|31953|196081|230143;2|1239|91061|186826|81852|1350|1351,Complete,
"Signature 1","Experiment 4","Study 290","Figure 5 and text","29 May 2020","William Lam",WikiWorks743,"Principle component analysis of salivary microbial profiles based on fungal load relative to bacterial 16s rDNA",increased,"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus",2|201174|1760|85004|31953|196081;2|1239|91061|1385|90964|1279;2|1239|91061|186826|33958|1578,Complete,
"Signature 2","Experiment 4","Study 290","Figure 5 and text","29 May 2020","William Lam",WikiWorks743,"Principle component analysis of salivary microbial profiles based on fungal load relative to bacterial 16s rDNA",decreased,"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus",2|1239|909932|1843489|31977|29465;2|201174|1760|2037|2049|1654;2|976|200643|171549|171552|838;2|32066|203490|203491|1129771|32067;2|1239|909932|1843489|31977|906;2|1239|91061|186826|1300|1301,Complete,
"Signature 1","Experiment 1","Study 266","Fig. 3 and Table1","6 May 2020","Valentina Pineda",WikiWorks743,"Abundance of gut microbiota at the family, genus and species levels detected in both vegetarian and non-vegetarian groups.",increased,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella",2|976|200643|171549|171552;2|976|200643|171549|171552|838;2|1224|1236|91347|543|570,Complete,
"Signature 2","Experiment 1","Study 266","Fig. 3 and Table1","6 May 2020","Valentina Pineda",WikiWorks743,"Abundance of gut microbiota at the family, genus and species levels detected in both vegetarian and non-vegetarian groups.",decreased,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia",2|976|200643|171549|171551;2|74201|203494|48461|203557;2|976|200643|171549|171550;2|976|200643|171549|815;2|976|200643|171549|2005525|375288;2|976|200643|171549|815|816;2|976|200643|171549|171550|239759;2|74201|203494|48461|1647988|239934,Complete,
"Signature 1","Experiment 1","Study 122","Table S2 and Figure 1d","30 May 2019","Rimsha Azhar",WikiWorks743,"OTUs enriched in paired normal or tumor tissue",increased,"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium radiotolerans,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium",2|1224|28211|356|119045|407|31998;2|976|117743|200644|49546|237;2|1224|28211|356|119045|407,Complete,
"Signature 2","Experiment 1","Study 122","Table S2 and Figure 1d","30 May 2019","Rimsha Azhar",WikiWorks743,"OTUs enriched in paired normal or tumor tissue",decreased,"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium yanoikuyae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium aromaticivorans,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pseudopneumoniae",2|1224|28211|204457|41297|165695|13690;2|1224|28211|204457|41297|13687;2|1224|28216|32003|206379|914;2|1224|28211|204457|41297|165696|48935;2|1224|28211|356|41294|374;2|1239|91061|186826|1300|1301|257758,Complete,
"Signature 1","Experiment 1","Study 134","Figure S3","10 August 2019","Lora Kasselman",WikiWorks743,"Changes in bacterial groups following the diet intervention within A) Firmicutes, B) Bacteroidetes, C) Actinobacteria, and D) γ-proteobacteria and other bacterial groups for the two diet groups ADD (n = 26, white bars) and NND (n = 36, black bars). Columns show means of log2 transformed data and error bars represent standard errors of the means. Asterisks indicate a significant difference (q < 0.05) compared to baseline. BCoAT: Butyryl-CoA:acetate CoAtransferase, NND: New Nordic Diet, ADD: Average Danish",increased,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum hallii,k__Bacteria|p__Actinobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio",2|1239|186801|186802|186803|2569097|39488;2|201174;2|1224|28221|213115|194924|872,Complete,"Shaimaa Elsafoury"
"Signature 1","Experiment 2","Study 134","Figure S3","4 May 2020","Shaimaa Elsafoury",WikiWorks743,"Changes in bacterial groups following the diet intervention within A) Firmicutes, B) Bacteroidetes, C) Actinobacteria, and D) γ-proteobacteria and other bacterial groups for the two diet groups ADD (n = 26, white bars) and NND (n = 36, black bars). Columns show means of log2 transformed data and error bars represent standard errors of the means. Asterisks indicate a significant difference (q < 0.05) compared to baseline. BCoAT: Butyryl-CoA:acetate CoAtransferase, NND: New Nordic Diet, ADD: Average Danish",increased,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum hallii,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus acidophilus,k__Bacteria|p__Actinobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia coli,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio",2|1239|186801|186802|31979|1485;2|1239|186801|186802|186803|2569097|39488;2|1239|91061|186826|33958|1578|1579;2|201174;2|1224|1236|91347|543|561|562;2|1224|28221|213115|194924|872,Complete,"Shaimaa Elsafoury"
"Signature 2","Experiment 2","Study 134","Figure S3","4 May 2020","Shaimaa Elsafoury",WikiWorks743,"Changes in bacterial groups following the diet intervention within A) Firmicutes, B) Bacteroidetes, C) Actinobacteria, and D) γ-proteobacteria and other bacterial groups for the two diet groups ADD (n = 26, white bars) and NND (n = 36, black bars). Columns show means of log2 transformed data and error bars represent standard errors of the means. Asterisks indicate a significant difference (q < 0.05) compared to baseline. BCoAT: Butyryl-CoA:acetate CoAtransferase, NND: New Nordic Diet, ADD: Average Danish",decreased,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii",2|976|200643|171549|171550|239759;2157|28890|183925|2158|2159|2172|2173,Complete,"Shaimaa Elsafoury"
"Signature 1","Experiment 1","Study 306","Figure 4, 5, 6","12 June 2020","William Lam",WikiWorks743,"Faecal microbiota levels of pre- and post allogeneic hematopoetic stem cell transplant in child with graft-versus- host- disease",increased,"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas putida",2|1224|1236|91347|543|160674;2|1224|1236|135625|712|416916;2|976|200643|171549|171552|838;2|1239|91061|186826|33958|1578;2|1224|1236|72274|135621|286|303,Complete,
"Signature 2","Experiment 1","Study 306","Figure 4, 5, 6","12 June 2020","William Lam",WikiWorks743,"Faecal microbiota levels of pre- and post allogeneic hematopoetic stem cell transplant in child with graft-versus- host- disease",decreased,"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas putida",2|1224|1236|91347|543|413496;2|1224|1236|91347|543|160674;2|1224|1236|135625|712|416916;2|976|200643|171549|171552|838;2|1239|91061|186826|33958|1578;2|1224|1236|72274|135621|286|303,Complete,
"Signature 1","Experiment 1","Study 558","Table 2","18 November 2021",Mmarin,Mmarin,"Significantly changed gut bacterial operational taxonomic units in subjects receiving oral-i.v.-administered GSK1322322 in prestudy versus end-of-study comparisons",increased,"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium adolescentis,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pseudolongum,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella",2|201174|1760|85004|31953|1678;2|201174|1760|85004|31953|1678|1680;2|201174|1760|85004|31953|1678|1694;2|1224|1236|91347|543;2|1239|186801|186802|186803;2|1224|28216|80840|995019|40544,Complete,
"Signature 2","Experiment 1","Study 558","Table 2","18 November 2021",Mmarin,Mmarin,"Significantly changed gut bacterial operational taxonomic units in subjects receiving oral-i.v.-administered GSK1322322 in prestudy versus end-of-study comparisons",decreased,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides uniformis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia obeum,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides distasonis",2|1239|186801|186802|186803|207244;2|976|200643|171549;2|976|200643|171549|815|816|820;2|1239|186801|186802|186803|572511;2|1239|186801|186802|186803|572511|40520;2|976|200643|171549|1853231|574697;2|1239|186801|186802;2|1239|186801|186802|216572|216851;2|1239|186801|186802|216572|216851|853;2|976|200643|171549|1853231|283168;2|1239|186801|186802|216572;2|976|200643|171549|2005525|375288|823,Complete,
